Periodo;ComunidadesAutonomas;TipoAlojamiento;TipoResidente;Pernoctaciones;Viajero
1/12/2023; Galicia;Albergues;Residentes en Espana;3187;2989
1/12/2023; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;1781;913
1/12/2023; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;16357;8249
1/12/2023; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;10184;3810
1/12/2023; Galicia;Apartamentos Turisticos;Residentes en Espana;36771;14310
1/12/2023; Galicia;Campings;Residentes en el Extranjero;463;222
1/12/2023; Galicia;Campings;Residentes en Espana;2711;1831
1/12/2023; Galicia;Hotelera;Residentes en el Extranjero;107474;66665
1/12/2023; Galicia;Hotelera;Residentes en Espana;381713;211816
1/12/2023; Comunidad de Madrid;Albergues;Residentes en el Extranjero;72992;35792
1/12/2023; Comunidad de Madrid;Albergues;Residentes en Espana;35072;20867
1/12/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;1411;830
1/12/2023; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;24111;12010
1/12/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;96623;23570
1/12/2023; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;107221;36896
1/12/2023; Comunidad de Madrid;Campings;Residentes en el Extranjero;3993;1294
1/12/2023; Comunidad de Madrid;Campings;Residentes en Espana;52951;15981
1/12/2023; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;971683;425410
1/12/2023; Comunidad de Madrid;Hotelera;Residentes en Espana;1155296;627019
1/12/2023; Region de Murcia;Albergues;Residentes en el Extranjero;2586;459
1/12/2023; Region de Murcia;Albergues;Residentes en Espana;2189;1150
1/12/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;387;79
1/12/2023; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;11013;4264
1/12/2023; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;8894;1306
1/12/2023; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;19266;4453
1/12/2023; Region de Murcia;Campings;Residentes en el Extranjero;109944;5443
1/12/2023; Region de Murcia;Campings;Residentes en Espana;12382;4093
1/12/2023; Region de Murcia;Hotelera;Residentes en el Extranjero;33935;15082
1/12/2023; Region de Murcia;Hotelera;Residentes en Espana;129177;73908
1/12/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;3857;570
1/12/2023; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;42488;14361
1/12/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;6236;1779
1/12/2023; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;24444;8278
1/12/2023; Comunidad Foral de Navarra;Campings;Residentes en el Extranjero;236;125
1/12/2023; Comunidad Foral de Navarra;Campings;Residentes en Espana;5317;1695
1/12/2023; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;20148;11709
1/12/2023; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;86216;52464
1/12/2023; Pais Vasco;Albergues;Residentes en el Extranjero;5294;2976
1/12/2023; Pais Vasco;Albergues;Residentes en Espana;16266;9146
1/12/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;2937;1181
1/12/2023; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;28947;11133
1/12/2023; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;14924;3413
1/12/2023; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;35474;9830
1/12/2023; Pais Vasco;Campings;Residentes en el Extranjero;3929;2273
1/12/2023; Pais Vasco;Campings;Residentes en Espana;19019;2240
1/12/2023; Pais Vasco;Hotelera;Residentes en el Extranjero;137177;74160
1/12/2023; Pais Vasco;Hotelera;Residentes en Espana;306465;167277
1/12/2023; La Rioja;Albergues;Residentes en el Extranjero;493;487
1/12/2023; La Rioja;Albergues;Residentes en Espana;3008;1444
1/12/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;169;52
1/12/2023; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;8712;2998
1/12/2023; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;729;323
1/12/2023; La Rioja;Apartamentos Turisticos;Residentes en Espana;15143;5529
1/12/2023; La Rioja;Campings;Residentes en el Extranjero;62;51
1/12/2023; La Rioja;Campings;Residentes en Espana;4043;1160
1/12/2023; La Rioja;Hotelera;Residentes en el Extranjero;6017;3288
1/12/2023; La Rioja;Hotelera;Residentes en Espana;57571;29494
1/12/2023; Ceuta;Hotelera;Residentes en el Extranjero;3154;1610
1/12/2023; Ceuta;Hotelera;Residentes en Espana;6638;2846
1/12/2023; Melilla;Hotelera;Residentes en el Extranjero;1395;900
1/12/2023; Melilla;Hotelera;Residentes en Espana;8928;3764
1/01/2024; Andalucia;Albergues;Residentes en el Extranjero;34094;15030
1/01/2024; Andalucia;Albergues;Residentes en Espana;42450;13450
1/01/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;18073;3216
1/01/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;24283;11915
1/01/2024; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;409869;90718
1/01/2024; Andalucia;Apartamentos Turisticos;Residentes en Espana;248247;85938
1/01/2024; Andalucia;Campings;Residentes en el Extranjero;290107;33494
1/01/2024; Andalucia;Campings;Residentes en Espana;45694;13218
1/01/2024; Andalucia;Hotelera;Residentes en el Extranjero;1288280;469239
1/01/2024; Andalucia;Hotelera;Residentes en Espana;986908;550230
1/01/2024; Aragon;Albergues;Residentes en el Extranjero;14;14
1/01/2024; Aragon;Albergues;Residentes en Espana;10014;3904
1/01/2024; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;1354;470
1/01/2024; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;25437;8988
1/01/2024; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;5305;1546
1/01/2024; Aragon;Apartamentos Turisticos;Residentes en Espana;28097;10055
1/01/2024; Aragon;Campings;Residentes en el Extranjero;1625;1182
1/01/2024; Aragon;Campings;Residentes en Espana;17036;5089
1/01/2024; Aragon;Hotelera;Residentes en el Extranjero;61014;31041
1/01/2024; Aragon;Hotelera;Residentes en Espana;304235;145385
1/01/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;1358;540
1/01/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;10037;4991
1/01/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;240;60
1/01/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;6136;2104
1/01/2024; Principado de Asturias;Hotelera;Residentes en el Extranjero;29933;12331
1/01/2024; Principado de Asturias;Hotelera;Residentes en Espana;122864;68450
1/01/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;12263;4239
1/01/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;7698;4690
1/01/2024; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;17454;2640
1/01/2024; Illes Balears;Apartamentos Turisticos;Residentes en Espana;5664;1392
1/01/2024; Illes Balears;Hotelera;Residentes en el Extranjero;164244;37958
1/01/2024; Illes Balears;Hotelera;Residentes en Espana;61386;30579
1/01/2024; Canarias;Albergues;Residentes en el Extranjero;12441;3571
1/01/2024; Canarias;Albergues;Residentes en Espana;3793;1340
1/01/2024; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;36739;7330
1/01/2024; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;9306;2476
1/01/2024; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;2225515;247229
1/01/2024; Canarias;Apartamentos Turisticos;Residentes en Espana;103301;18735
1/01/2024; Canarias;Campings;Residentes en el Extranjero;11135;1617
1/01/2024; Canarias;Campings;Residentes en Espana;3604;1262
1/01/2024; Canarias;Hotelera;Residentes en el Extranjero;5580528;748212
1/01/2024; Canarias;Hotelera;Residentes en Espana;555274;132299
1/01/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;1606;685
1/01/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;8216;3976
1/01/2024; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;2734;408
1/01/2024; Cantabria;Apartamentos Turisticos;Residentes en Espana;16129;3361
1/01/2024; Cantabria;Campings;Residentes en el Extranjero;512;264
1/01/2024; Cantabria;Campings;Residentes en Espana;754;387
1/01/2024; Cantabria;Hotelera;Residentes en el Extranjero;14757;7060
1/01/2024; Cantabria;Hotelera;Residentes en Espana;62163;36858
1/01/2024; Castilla y Leon;Albergues;Residentes en el Extranjero;6279;3858
1/01/2024; Castilla y Leon;Albergues;Residentes en Espana;17552;7918
1/01/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;5280;2166
1/01/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;56517;27072
1/01/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;6174;1833
1/01/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;25409;12460
1/01/2024; Castilla y Leon;Campings;Residentes en el Extranjero;2430;1922
1/01/2024; Castilla y Leon;Campings;Residentes en Espana;3247;1388
1/01/2024; Castilla y Leon;Hotelera;Residentes en el Extranjero;74955;44800
1/01/2024; Castilla y Leon;Hotelera;Residentes en Espana;355324;200964
1/01/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;2042;450
1/01/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;36134;15871
1/01/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;1730;420
1/01/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;18603;4541
1/01/2024; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;37166;21159
1/01/2024; Castilla - La Mancha;Hotelera;Residentes en Espana;172643;100237
1/01/2024; Cataluna;Albergues;Residentes en el Extranjero;39400;14065
1/01/2024; Cataluna;Albergues;Residentes en Espana;10029;5164
1/01/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;4242;1147
1/01/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;37788;17481
1/01/2024; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;77289;13883
1/01/2024; Cataluna;Apartamentos Turisticos;Residentes en Espana;90082;13395
1/01/2024; Cataluna;Campings;Residentes en el Extranjero;55288;15294
1/01/2024; Cataluna;Campings;Residentes en Espana;81616;26246
1/01/2024; Cataluna;Hotelera;Residentes en el Extranjero;1504747;594685
1/01/2024; Cataluna;Hotelera;Residentes en Espana;771477;399084
1/01/2024; Comunitat Valenciana;Albergues;Residentes en el Extranjero;23452;9367
1/01/2024; Comunitat Valenciana;Albergues;Residentes en Espana;7556;3640
1/01/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;2346;961
1/01/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;9044;4991
1/01/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;372324;42814
1/01/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;98737;21809
1/01/2024; Comunitat Valenciana;Campings;Residentes en el Extranjero;640770;40198
1/01/2024; Comunitat Valenciana;Campings;Residentes en Espana;92475;17488
1/01/2024; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;744392;216486
1/01/2024; Comunitat Valenciana;Hotelera;Residentes en Espana;632466;270657
1/01/2024; Extremadura;Albergues;Residentes en el Extranjero;98;55
1/01/2024; Extremadura;Albergues;Residentes en Espana;383;256
1/01/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;1491;742
1/01/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;17937;8124
1/01/2024; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;2876;1227
1/01/2024; Extremadura;Apartamentos Turisticos;Residentes en Espana;16419;8346
1/01/2024; Extremadura;Campings;Residentes en el Extranjero;1701;1090
1/01/2024; Extremadura;Campings;Residentes en Espana;1986;851
1/01/2024; Extremadura;Hotelera;Residentes en el Extranjero;22441;13422
1/01/2024; Extremadura;Hotelera;Residentes en Espana;109043;63044
1/01/2024; Galicia;Albergues;Residentes en el Extranjero;1959;1093
1/01/2024; Galicia;Albergues;Residentes en Espana;3752;2486
1/01/2024; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;806;539
1/01/2024; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;5270;2927
1/01/2024; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;7947;1697
1/01/2024; Galicia;Apartamentos Turisticos;Residentes en Espana;20751;7426
1/01/2024; Galicia;Campings;Residentes en el Extranjero;369;212
1/01/2024; Galicia;Campings;Residentes en Espana;1594;1103
1/01/2024; Galicia;Hotelera;Residentes en el Extranjero;67944;33404
1/01/2024; Galicia;Hotelera;Residentes en Espana;242377;139809
1/01/2024; Comunidad de Madrid;Albergues;Residentes en el Extranjero;73130;34147
1/01/2024; Comunidad de Madrid;Albergues;Residentes en Espana;35654;22565
1/01/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;657;356
1/01/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;10550;5981
1/01/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;100543;23864
1/01/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;84454;28188
1/01/2024; Comunidad de Madrid;Campings;Residentes en el Extranjero;4255;1544
1/01/2024; Comunidad de Madrid;Campings;Residentes en Espana;31825;9433
1/01/2024; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;932492;406446
1/01/2024; Comunidad de Madrid;Hotelera;Residentes en Espana;903200;498719
1/01/2024; Region de Murcia;Albergues;Residentes en el Extranjero;2623;454
1/01/2024; Region de Murcia;Albergues;Residentes en Espana;1117;689
1/01/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;1067;196
1/01/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;4098;1817
1/01/2024; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;9611;1402
1/01/2024; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;16474;3182
1/01/2024; Region de Murcia;Campings;Residentes en el Extranjero;121270;6408
1/01/2024; Region de Murcia;Campings;Residentes en Espana;8112;2217
1/01/2024; Region de Murcia;Hotelera;Residentes en el Extranjero;42804;16566
1/01/2024; Region de Murcia;Hotelera;Residentes en Espana;96353;58502
1/01/2024; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;583;292
1/01/2024; Comunidad Foral de Navarra;Albergues;Residentes en Espana;22635;9204
1/01/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en el Extranjero;1787;686
1/01/2024; Comunidad Foral de Navarra;Alojamientos de Turismo Rural;Residentes en Espana;12445;5261
1/01/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en el Extranjero;5854;2225
1/01/2024; Comunidad Foral de Navarra;Apartamentos Turisticos;Residentes en Espana;12467;5557
1/01/2024; Comunidad Foral de Navarra;Hotelera;Residentes en el Extranjero;18025;9433
1/01/2024; Comunidad Foral de Navarra;Hotelera;Residentes en Espana;60315;36369
1/01/2024; Pais Vasco;Albergues;Residentes en el Extranjero;5306;2800
1/01/2024; Pais Vasco;Albergues;Residentes en Espana;17674;8187
1/01/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en el Extranjero;2144;758
1/01/2024; Pais Vasco;Alojamientos de Turismo Rural;Residentes en Espana;11240;4648
1/01/2024; Pais Vasco;Apartamentos Turisticos;Residentes en el Extranjero;12194;2261
1/01/2024; Pais Vasco;Apartamentos Turisticos;Residentes en Espana;26286;6362
1/01/2024; Pais Vasco;Campings;Residentes en el Extranjero;3686;2412
1/01/2024; Pais Vasco;Campings;Residentes en Espana;7840;1020
1/01/2024; Pais Vasco;Hotelera;Residentes en el Extranjero;132055;68256
1/01/2024; Pais Vasco;Hotelera;Residentes en Espana;236841;133194
1/01/2024; La Rioja;Albergues;Residentes en el Extranjero;53;32
1/01/2024; La Rioja;Albergues;Residentes en Espana;1697;699
1/01/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en el Extranjero;68;25
1/01/2024; La Rioja;Alojamientos de Turismo Rural;Residentes en Espana;1475;777
1/01/2024; La Rioja;Apartamentos Turisticos;Residentes en el Extranjero;882;330
1/01/2024; La Rioja;Apartamentos Turisticos;Residentes en Espana;3369;1582
1/01/2024; La Rioja;Hotelera;Residentes en el Extranjero;5914;3622
1/01/2024; La Rioja;Hotelera;Residentes en Espana;37334;22909
1/01/2024; Ceuta;Hotelera;Residentes en el Extranjero;3107;1465
1/01/2024; Ceuta;Hotelera;Residentes en Espana;5328;2186
1/01/2024; Melilla;Hotelera;Residentes en el Extranjero;1223;827
1/01/2024; Melilla;Hotelera;Residentes en Espana;6287;2688
1/02/2024; Andalucia;Albergues;Residentes en el Extranjero;40278;21567
1/02/2024; Andalucia;Albergues;Residentes en Espana;62339;19820
1/02/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en el Extranjero;21586;4770
1/02/2024; Andalucia;Alojamientos de Turismo Rural;Residentes en Espana;33782;16551
1/02/2024; Andalucia;Apartamentos Turisticos;Residentes en el Extranjero;460609;101033
1/02/2024; Andalucia;Apartamentos Turisticos;Residentes en Espana;253906;98204
1/02/2024; Andalucia;Campings;Residentes en el Extranjero;286358;38871
1/02/2024; Andalucia;Campings;Residentes en Espana;113638;26779
1/02/2024; Andalucia;Hotelera;Residentes en el Extranjero;1642106;555961
1/02/2024; Andalucia;Hotelera;Residentes en Espana;1368201;710487
1/02/2024; Aragon;Albergues;Residentes en el Extranjero;228;89
1/02/2024; Aragon;Albergues;Residentes en Espana;22668;9660
1/02/2024; Aragon;Alojamientos de Turismo Rural;Residentes en el Extranjero;1931;846
1/02/2024; Aragon;Alojamientos de Turismo Rural;Residentes en Espana;30763;12392
1/02/2024; Aragon;Apartamentos Turisticos;Residentes en el Extranjero;6338;1561
1/02/2024; Aragon;Apartamentos Turisticos;Residentes en Espana;28862;11879
1/02/2024; Aragon;Campings;Residentes en el Extranjero;3413;1792
1/02/2024; Aragon;Campings;Residentes en Espana;17664;6347
1/02/2024; Aragon;Hotelera;Residentes en el Extranjero;80118;37310
1/02/2024; Aragon;Hotelera;Residentes en Espana;334152;164388
1/02/2024; Principado de Asturias;Albergues;Residentes en el Extranjero;559;370
1/02/2024; Principado de Asturias;Albergues;Residentes en Espana;1353;499
1/02/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en el Extranjero;1803;912
1/02/2024; Principado de Asturias;Alojamientos de Turismo Rural;Residentes en Espana;12502;5785
1/02/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en el Extranjero;254;127
1/02/2024; Principado de Asturias;Apartamentos Turisticos;Residentes en Espana;4653;1170
1/02/2024; Principado de Asturias;Hotelera;Residentes en el Extranjero;25642;11194
1/02/2024; Principado de Asturias;Hotelera;Residentes en Espana;135333;77572
1/02/2024; Illes Balears;Albergues;Residentes en el Extranjero;2521;1138
1/02/2024; Illes Balears;Albergues;Residentes en Espana;1593;678
1/02/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en el Extranjero;20862;6257
1/02/2024; Illes Balears;Alojamientos de Turismo Rural;Residentes en Espana;10207;5681
1/02/2024; Illes Balears;Apartamentos Turisticos;Residentes en el Extranjero;21072;3221
1/02/2024; Illes Balears;Apartamentos Turisticos;Residentes en Espana;6244;1712
1/02/2024; Illes Balears;Hotelera;Residentes en el Extranjero;408522;92295
1/02/2024; Illes Balears;Hotelera;Residentes en Espana;167712;57218
1/02/2024; Canarias;Albergues;Residentes en el Extranjero;14046;3821
1/02/2024; Canarias;Albergues;Residentes en Espana;2113;803
1/02/2024; Canarias;Alojamientos de Turismo Rural;Residentes en el Extranjero;31771;6369
1/02/2024; Canarias;Alojamientos de Turismo Rural;Residentes en Espana;9555;2383
1/02/2024; Canarias;Apartamentos Turisticos;Residentes en el Extranjero;2138911;255233
1/02/2024; Canarias;Apartamentos Turisticos;Residentes en Espana;117497;24304
1/02/2024; Canarias;Campings;Residentes en el Extranjero;8110;440
1/02/2024; Canarias;Campings;Residentes en Espana;5885;2058
1/02/2024; Canarias;Hotelera;Residentes en el Extranjero;5451003;763172
1/02/2024; Canarias;Hotelera;Residentes en Espana;462415;129172
1/02/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en el Extranjero;1897;811
1/02/2024; Cantabria;Alojamientos de Turismo Rural;Residentes en Espana;11850;5647
1/02/2024; Cantabria;Apartamentos Turisticos;Residentes en el Extranjero;2381;395
1/02/2024; Cantabria;Apartamentos Turisticos;Residentes en Espana;16241;5279
1/02/2024; Cantabria;Campings;Residentes en el Extranjero;490;370
1/02/2024; Cantabria;Campings;Residentes en Espana;870;473
1/02/2024; Cantabria;Hotelera;Residentes en el Extranjero;21478;10501
1/02/2024; Cantabria;Hotelera;Residentes en Espana;71288;41962
1/02/2024; Castilla y Leon;Albergues;Residentes en el Extranjero;9769;6582
1/02/2024; Castilla y Leon;Albergues;Residentes en Espana;18803;5628
1/02/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en el Extranjero;8304;2753
1/02/2024; Castilla y Leon;Alojamientos de Turismo Rural;Residentes en Espana;72422;36249
1/02/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en el Extranjero;4273;1798
1/02/2024; Castilla y Leon;Apartamentos Turisticos;Residentes en Espana;30105;13987
1/02/2024; Castilla y Leon;Campings;Residentes en el Extranjero;4904;3379
1/02/2024; Castilla y Leon;Campings;Residentes en Espana;4115;2314
1/02/2024; Castilla y Leon;Hotelera;Residentes en el Extranjero;87363;48977
1/02/2024; Castilla y Leon;Hotelera;Residentes en Espana;415891;242617
1/02/2024; Castilla - La Mancha;Albergues;Residentes en Espana;1768;732
1/02/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en el Extranjero;4690;1123
1/02/2024; Castilla - La Mancha;Alojamientos de Turismo Rural;Residentes en Espana;44225;20935
1/02/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en el Extranjero;2299;502
1/02/2024; Castilla - La Mancha;Apartamentos Turisticos;Residentes en Espana;21070;6120
1/02/2024; Castilla - La Mancha;Campings;Residentes en el Extranjero;1453;909
1/02/2024; Castilla - La Mancha;Campings;Residentes en Espana;3273;1920
1/02/2024; Castilla - La Mancha;Hotelera;Residentes en el Extranjero;41814;22875
1/02/2024; Castilla - La Mancha;Hotelera;Residentes en Espana;213345;122111
1/02/2024; Cataluna;Albergues;Residentes en el Extranjero;51822;18759
1/02/2024; Cataluna;Albergues;Residentes en Espana;19911;10920
1/02/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en el Extranjero;6702;1768
1/02/2024; Cataluna;Alojamientos de Turismo Rural;Residentes en Espana;54428;26059
1/02/2024; Cataluna;Apartamentos Turisticos;Residentes en el Extranjero;94047;19835
1/02/2024; Cataluna;Apartamentos Turisticos;Residentes en Espana;91046;15587
1/02/2024; Cataluna;Campings;Residentes en el Extranjero;70830;19987
1/02/2024; Cataluna;Campings;Residentes en Espana;110201;46084
1/02/2024; Cataluna;Hotelera;Residentes en el Extranjero;1845742;686588
1/02/2024; Cataluna;Hotelera;Residentes en Espana;860789;444895
1/02/2024; Comunitat Valenciana;Albergues;Residentes en el Extranjero;26242;9519
1/02/2024; Comunitat Valenciana;Albergues;Residentes en Espana;8268;4448
1/02/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en el Extranjero;3092;1382
1/02/2024; Comunitat Valenciana;Alojamientos de Turismo Rural;Residentes en Espana;16209;8126
1/02/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en el Extranjero;417308;50576
1/02/2024; Comunitat Valenciana;Apartamentos Turisticos;Residentes en Espana;113484;28132
1/02/2024; Comunitat Valenciana;Campings;Residentes en el Extranjero;642743;37805
1/02/2024; Comunitat Valenciana;Campings;Residentes en Espana;86597;19804
1/02/2024; Comunitat Valenciana;Hotelera;Residentes en el Extranjero;879027;258350
1/02/2024; Comunitat Valenciana;Hotelera;Residentes en Espana;812567;357530
1/02/2024; Extremadura;Albergues;Residentes en el Extranjero;92;58
1/02/2024; Extremadura;Albergues;Residentes en Espana;557;383
1/02/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en el Extranjero;3367;1755
1/02/2024; Extremadura;Alojamientos de Turismo Rural;Residentes en Espana;21270;10042
1/02/2024; Extremadura;Apartamentos Turisticos;Residentes en el Extranjero;3411;1396
1/02/2024; Extremadura;Apartamentos Turisticos;Residentes en Espana;24195;12133
1/02/2024; Extremadura;Campings;Residentes en el Extranjero;1907;1062
1/02/2024; Extremadura;Campings;Residentes en Espana;3697;1844
1/02/2024; Extremadura;Hotelera;Residentes en el Extranjero;21354;14058
1/02/2024; Extremadura;Hotelera;Residentes en Espana;144334;78069
1/02/2024; Galicia;Albergues;Residentes en el Extranjero;2837;1860
1/02/2024; Galicia;Albergues;Residentes en Espana;4516;3762
1/02/2024; Galicia;Alojamientos de Turismo Rural;Residentes en el Extranjero;963;695
1/02/2024; Galicia;Alojamientos de Turismo Rural;Residentes en Espana;5733;3902
1/02/2024; Galicia;Apartamentos Turisticos;Residentes en el Extranjero;6985;1310
1/02/2024; Galicia;Apartamentos Turisticos;Residentes en Espana;20840;8579
1/02/2024; Galicia;Campings;Residentes en el Extranjero;623;463
1/02/2024; Galicia;Campings;Residentes en Espana;4804;3448
1/02/2024; Galicia;Hotelera;Residentes en el Extranjero;74530;38500
1/02/2024; Galicia;Hotelera;Residentes en Espana;289819;163868
1/02/2024; Comunidad de Madrid;Albergues;Residentes en el Extranjero;84488;34483
1/02/2024; Comunidad de Madrid;Albergues;Residentes en Espana;31580;18134
1/02/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en el Extranjero;907;496
1/02/2024; Comunidad de Madrid;Alojamientos de Turismo Rural;Residentes en Espana;18756;10503
1/02/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en el Extranjero;104515;29899
1/02/2024; Comunidad de Madrid;Apartamentos Turisticos;Residentes en Espana;83903;29862
1/02/2024; Comunidad de Madrid;Campings;Residentes en el Extranjero;7149;2357
1/02/2024; Comunidad de Madrid;Campings;Residentes en Espana;53323;14057
1/02/2024; Comunidad de Madrid;Hotelera;Residentes en el Extranjero;968297;431289
1/02/2024; Comunidad de Madrid;Hotelera;Residentes en Espana;951504;547298
1/02/2024; Region de Murcia;Albergues;Residentes en el Extranjero;2047;368
1/02/2024; Region de Murcia;Albergues;Residentes en Espana;1658;947
1/02/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en el Extranjero;933;193
1/02/2024; Region de Murcia;Alojamientos de Turismo Rural;Residentes en Espana;5222;2203
1/02/2024; Region de Murcia;Apartamentos Turisticos;Residentes en el Extranjero;11894;1517
1/02/2024; Region de Murcia;Apartamentos Turisticos;Residentes en Espana;22552;4523
1/02/2024; Region de Murcia;Campings;Residentes en el Extranjero;114560;5510
1/02/2024; Region de Murcia;Campings;Residentes en Espana;7353;2456
1/02/2024; Region de Murcia;Hotelera;Residentes en el Extranjero;51250;20928
1/02/2024; Region de Murcia;Hotelera;Residentes en Espana;157359;77191
1/02/2024; Comunidad Foral de Navarra;Albergues;Residentes en el Extranjero;37;37
1/02/2024; Comunidad Foral de Navarra;Albergues;Residentes en Espana;24049;9681
